product_id,brand,supplier,category_id,family_id,family,model_number,product_name,description,unit,price,selectable,active,source_row_ids,duplicate_source_row_count,image_reference
product:appliances:rangehoods:smeg:shw610x1,Smeg,Smeg,category:appliances,family:rangehoods,rangehoods,SHW610X1,SMEG 600MM CANOPY RANGEHOOD OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1,APPLIANCES | SMEG 600MM CANOPY RANGEHOOD OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1 | EACH | 788 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,788,true,true,1351,0,
product:appliances:rangehoods:smeg:shw910x2,Smeg,Smeg,category:appliances,family:rangehoods,rangehoods,SHW910X2,SMEG 90CM CANOPY RANGEHOOD SHW910X2,APPLIANCES | - SMEG 90CM CANOPY RANGEHOOD SHW910X2 | EACH | 1750 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1750,true,true,1364|1371,1,
product:appliances:rangehoods:smeg:sth600x,Smeg,Smeg,category:appliances,family:rangehoods,rangehoods,STH600X,SMEG 60CM SLIDEOUT RANGEHOOD STH600X,APPLIANCES | - SMEG 60CM SLIDEOUT RANGEHOOD STH600X | EACH | 899 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,899,true,true,1343|1348,1,
product:appliances:rangehoods:smeg:sth900x,Smeg,Smeg,category:appliances,family:rangehoods,rangehoods,STH900X,SMEG 90CM SLIDEOUT RANGEHOOD STH900X,APPLIANCES | - SMEG 90CM SLIDEOUT RANGEHOOD STH900X | EACH | 1199 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1199,true,true,1355|1360,1,
product:appliances:rangehoods:westinghouse:wrc614sd,Westinghouse,Westinghouse,category:appliances,family:rangehoods,rangehoods,WRC614SD,WESTINGHOUSE 600MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD,APPLIANCES | WESTINGHOUSE 600MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD | EACH | 549 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,549,true,true,1318,0,
product:appliances:rangehoods:westinghouse:wrc914sd,Westinghouse,Westinghouse,category:appliances,family:rangehoods,rangehoods,WRC914SD,WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,APPLIANCES | - WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD | EACH | 599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,599,true,true,1331|1338,1,
product:appliances:rangehoods:westinghouse:wrf610wa,Westinghouse,Westinghouse,category:appliances,family:rangehoods,rangehoods,WRF610WA,WESTINGHOUSE 600MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA,APPLIANCES | WESTINGHOUSE 600MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA | EACH | 360 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,360,false,true,1319,0,
product:appliances:rangehoods:westinghouse:wrf910wa,Westinghouse,Westinghouse,category:appliances,family:rangehoods,rangehoods,WRF910WA,WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,APPLIANCES | - WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA | EACH | 298 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,298,false,true,1335|1339,1,
product:appliances:rangehoods:westinghouse:wri930sb,Westinghouse,Westinghouse,category:appliances,family:rangehoods,rangehoods,WRI930SB,WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,APPLIANCES | - WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB | EACH | 599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,599,true,true,1322|1327,1,
product:appliances:rangehoods:westinghouse:wrr614sb,Westinghouse,Westinghouse,category:appliances,family:rangehoods,rangehoods,WRR614SB,WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,APPLIANCES | - WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB | EACH | 449 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,449,true,true,1310|1315,1,
