quotation_row_id,quotation_code,stage_id,category_id,subcategory_id,current_description,unit,quantity,section,proposed_source_type,proposed_source_id,client_selectable,existing_product_library_match,existing_estimating_catalogue_match,explicit_estimating_master_match,match_confidence,duplicate_group,unresolved_reason,migration_status,notes
quote-343,343,stage:unassigned,category:trench-mesh,subcategory:l11tm6w,L11TM6W,LENGTH,,Trench Mesh,estimating-item,estimating:trench-mesh:l11tm6w:l11tm6w,false,,quote-343,,derived-runtime,estimating:trench-mesh:l11tm6w:l11tm6w,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-344,344,stage:unassigned,category:trench-mesh,subcategory:l12tm3w,L12TM3W,LENGTH,,Trench Mesh,estimating-item,estimating:trench-mesh:l12tm3w:l12tm3w,false,,quote-344,,derived-runtime,estimating:trench-mesh:l12tm3w:l12tm3w,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-345,345,stage:unassigned,category:trench-mesh,subcategory:l12tm4w,L12TM4W,LENGTH,,Trench Mesh,estimating-item,estimating:trench-mesh:l12tm4w:l12tm4w,false,,quote-345,,derived-runtime,estimating:trench-mesh:l12tm4w:l12tm4w,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-346,346,stage:unassigned,category:trench-mesh,subcategory:l12tm5w,L12TM5W,LENGTH,,Trench Mesh,estimating-item,estimating:trench-mesh:l12tm5w:l12tm5w,false,,quote-346,,derived-runtime,estimating:trench-mesh:l12tm5w:l12tm5w,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-347,347,stage:unassigned,category:trench-mesh,subcategory:l12tm6w,L12TM6W,LENGTH,,Trench Mesh,estimating-item,estimating:trench-mesh:l12tm6w:l12tm6w,false,,quote-347,,derived-runtime,estimating:trench-mesh:l12tm6w:l12tm6w,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-348,348,stage:unassigned,category:trench-mesh,subcategory:trench-mesh-supports-8-12mm-bag-20,TRENCH MESH SUPPORTS 8-12mm (BAG 20),BAG,,Trench Mesh,estimating-item,estimating:trench-mesh:trench-mesh-supports-8-12mm-bag-20:trench-mesh-supports-8-12mm-bag-20,false,,quote-348,,derived-runtime,estimating:trench-mesh:trench-mesh-supports-8-12mm-bag-20:trench-mesh-supports-8-12mm-bag-20,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-351,351,stage:unassigned,category:reinforcing-fabric,subcategory:sl81,SL81,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl81:sl81,false,,quote-351,,derived-runtime,estimating:reinforcing-fabric:sl81:sl81,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-352,352,stage:unassigned,category:reinforcing-fabric,subcategory:sl102,SL102,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl102:sl102,false,,quote-352,,derived-runtime,estimating:reinforcing-fabric:sl102:sl102,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-353,353,stage:unassigned,category:reinforcing-fabric,subcategory:sl92,SL92,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl92:sl92,false,,quote-353,,derived-runtime,estimating:reinforcing-fabric:sl92:sl92,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-354,354,stage:unassigned,category:reinforcing-fabric,subcategory:sl82,SL82,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl82:sl82,false,,quote-354,,derived-runtime,estimating:reinforcing-fabric:sl82:sl82,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-355,355,stage:unassigned,category:reinforcing-fabric,subcategory:sl72,SL72,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl72:sl72,false,,quote-355,,derived-runtime,estimating:reinforcing-fabric:sl72:sl72,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-356,356,stage:unassigned,category:reinforcing-fabric,subcategory:sl62,SL62,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl62:sl62,false,,quote-356,,derived-runtime,estimating:reinforcing-fabric:sl62:sl62,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-357,357,stage:unassigned,category:reinforcing-fabric,subcategory:sl52,SL52,SHEET,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:sl52:sl52,false,,quote-357,,derived-runtime,estimating:reinforcing-fabric:sl52:sl52,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-358,358,stage:unassigned,category:reinforcing-fabric,subcategory:support-chairs-50-65mm,SUPPORT CHAIRS (50-65mm),BAG,,Reinforcing Fabric,estimating-item,estimating:reinforcing-fabric:support-chairs-50-65mm:support-chairs-50-65mm,false,,quote-358,,derived-runtime,estimating:reinforcing-fabric:support-chairs-50-65mm:support-chairs-50-65mm,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-361,361,stage:unassigned,category:deformed-bar,subcategory:n12s,N12S,LENGTH,,Deformed Bar,estimating-item,estimating:deformed-bar:n12s:n12s,false,,quote-361,,derived-runtime,estimating:deformed-bar:n12s:n12s,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-362,362,stage:unassigned,category:deformed-bar,subcategory:n16s,N16S,LENGTH,,Deformed Bar,estimating-item,estimating:deformed-bar:n16s:n16s,false,,quote-362,,derived-runtime,estimating:deformed-bar:n16s:n16s,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-363,363,stage:unassigned,category:deformed-bar,subcategory:n20s,N20S,LENGTH,,Deformed Bar,estimating-item,estimating:deformed-bar:n20s:n20s,false,,quote-363,,derived-runtime,estimating:deformed-bar:n20s:n20s,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-364,364,stage:external,category:external-works,subcategory:s12s-250n-deformed-pool-bar,S12S (250N DEFORMED POOL BAR),LENGTH,,Deformed Bar,estimating-item,estimating:external-works:s12s-250n-deformed-pool-bar:s12s-250n-deformed-pool-bar,false,,quote-364,,derived-runtime,estimating:external-works:s12s-250n-deformed-pool-bar:s12s-250n-deformed-pool-bar,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-365,365,stage:unassigned,category:deformed-bar,subcategory:support-chairs-50-65mm,SUPPORT CHAIRS (50-65mm),BAGS,,Deformed Bar,estimating-item,estimating:deformed-bar:support-chairs-50-65mm:support-chairs-50-65mm,false,,quote-365,,derived-runtime,estimating:deformed-bar:support-chairs-50-65mm:support-chairs-50-65mm,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-368,368,stage:unassigned,category:starter-bars-and-corner-bars,subcategory:r10-starter-1000-x-200,R10 STARTER (1000 x 200),EACH,,Starter Bars & Corner Bars,estimating-item,estimating:starter-bars-and-corner-bars:r10-starter-1000-x-200:r10-starter-1000-x-200,false,,quote-368,,derived-runtime,estimating:starter-bars-and-corner-bars:r10-starter-1000-x-200:r10-starter-1000-x-200,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-369,369,stage:unassigned,category:starter-bars-and-corner-bars,subcategory:n12-starter-1000-x-200,N12 STARTER (1000 x 200),EACH,,Starter Bars & Corner Bars,estimating-item,estimating:starter-bars-and-corner-bars:n12-starter-1000-x-200:n12-starter-1000-x-200,false,,quote-369,,derived-runtime,estimating:starter-bars-and-corner-bars:n12-starter-1000-x-200:n12-starter-1000-x-200,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-370,370,stage:unassigned,category:starter-bars-and-corner-bars,subcategory:r10-corner-600-x-600,R10 CORNER (600 x 600),EACH,,Starter Bars & Corner Bars,estimating-item,estimating:starter-bars-and-corner-bars:r10-corner-600-x-600:r10-corner-600-x-600,false,,quote-370,,derived-runtime,estimating:starter-bars-and-corner-bars:r10-corner-600-x-600:r10-corner-600-x-600,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-371,371,stage:unassigned,category:starter-bars-and-corner-bars,subcategory:n12-corner-600-x-600,N12 CORNER (600 x 600),EACH,,Starter Bars & Corner Bars,estimating-item,estimating:starter-bars-and-corner-bars:n12-corner-600-x-600:n12-corner-600-x-600,false,,quote-371,,derived-runtime,estimating:starter-bars-and-corner-bars:n12-corner-600-x-600:n12-corner-600-x-600,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-372,372,stage:unassigned,category:starter-bars-and-corner-bars,subcategory:n12-corner-900-x-900,N12 CORNER (900 x 900),EACH,,Starter Bars & Corner Bars,estimating-item,estimating:starter-bars-and-corner-bars:n12-corner-900-x-900:n12-corner-900-x-900,false,,quote-372,,derived-runtime,estimating:starter-bars-and-corner-bars:n12-corner-900-x-900:n12-corner-900-x-900,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-375,375,stage:unassigned,category:dowells,subcategory:16-x-400-dowells,16 x 400 DOWELLS,EACH,,Dowells,estimating-item,estimating:dowells:16-x-400-dowells:16-x-400-dowells,false,,quote-375,,derived-runtime,estimating:dowells:16-x-400-dowells:16-x-400-dowells,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-376,376,stage:unassigned,category:dowells,subcategory:16-x-600-dowells,16 x 600 DOWELLS,EACH,,Dowells,estimating-item,estimating:dowells:16-x-600-dowells:16-x-600-dowells,false,,quote-376,,derived-runtime,estimating:dowells:16-x-600-dowells:16-x-600-dowells,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-377,377,stage:unassigned,category:dowells,subcategory:20-x-400-dowells,20 x 400 DOWELLS,EACH,,Dowells,estimating-item,estimating:dowells:20-x-400-dowells:20-x-400-dowells,false,,quote-377,,derived-runtime,estimating:dowells:20-x-400-dowells:20-x-400-dowells,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-378,378,stage:unassigned,category:dowells,subcategory:20-x-600-dowells,20 x 600 DOWELLS,EACH,,Dowells,estimating-item,estimating:dowells:20-x-600-dowells:20-x-600-dowells,false,,quote-378,,derived-runtime,estimating:dowells:20-x-600-dowells:20-x-600-dowells,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-380,380,stage:unassigned,category:dowells,subcategory:delivery-charge,DELIVERY CHARGE,ITEM,,Dowells,estimating-item,estimating:dowells:delivery-charge:delivery-charge,false,,quote-380,,derived-runtime,estimating:dowells:delivery-charge:delivery-charge,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-383,383,stage:unassigned,category:accessories,subcategory:plastic-4m-x-50m-x-200um-black,PLASTIC 4m x 50m x 200um BLACK,ROLL,,Accessories,estimating-item,estimating:accessories:plastic-4m-x-50m-x-200um-black:plastic-4m-x-50m-x-200um-black,false,,quote-383,,derived-runtime,estimating:accessories:plastic-4m-x-50m-x-200um-black:plastic-4m-x-50m-x-200um-black,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-384,384,stage:unassigned,category:accessories,subcategory:plastic-4m-x-50m-x-200um-orange,PLASTIC 4m x 50m x 200um ORANGE,ROLL,,Accessories,estimating-item,estimating:accessories:plastic-4m-x-50m-x-200um-orange:plastic-4m-x-50m-x-200um-orange,false,,quote-384,,derived-runtime,estimating:accessories:plastic-4m-x-50m-x-200um-orange:plastic-4m-x-50m-x-200um-orange,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-385,385,stage:unassigned,category:plumbing-fixtures,subcategory:tapware,GREY TAPE,ROLL,,Accessories,product,product:plumbing-fixtures:tapware:grey-tape,true,,,,rule,product:plumbing-fixtures:tapware:grey-tape,,missing-product-library-candidate,Physical product/material candidate.
quote-389,389,stage:unassigned,category:waffle-pods,subcategory:waffle-pods-1090-x-1090-x-150,WAFFLE PODS 1090 x 1090 x 150,EACH,,Waffle Pods,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-390,390,stage:unassigned,category:waffle-pods,subcategory:waffle-pods-1090-x-1090-x-225,WAFFLE PODS 1090 x 1090 x 225,EACH,,Waffle Pods,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-391,391,stage:unassigned,category:waffle-pods,subcategory:waffle-pods-1090-x-1090-x-300,WAFFLE PODS 1090 x 1090 x 300,EACH,,Waffle Pods,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-392,392,stage:unassigned,category:waffle-pods,subcategory:waffle-pods-1090-x-1090-x-525,WAFFLE PODS 1090 x 1090 x 525,EACH,,Waffle Pods,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-393,393,stage:unassigned,category:waffle-pods,subcategory:delivery,DELIVERY,EACH,,Waffle Pods,estimating-item,estimating:waffle-pods:delivery:delivery,false,,quote-393,,derived-runtime,estimating:waffle-pods:delivery:delivery,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-397,397,stage:unassigned,category:bulk-materials,subcategory:bedding-sand,BEDDING SAND,M3,,Bulk Materials,estimating-item,estimating:bulk-materials:bedding-sand:bedding-sand,false,,quote-397,,derived-runtime,estimating:bulk-materials:bedding-sand:bedding-sand,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-398,398,stage:unassigned,category:bulk-materials,subcategory:crusher-dust,CRUSHER DUST,M3,,Bulk Materials,estimating-item,estimating:bulk-materials:crusher-dust:crusher-dust,false,,quote-398,,derived-runtime,estimating:bulk-materials:crusher-dust:crusher-dust,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-401,401,stage:base,category:slab,subcategory:concrete-20mpa,CONCRETE - 20MPA,M3,,Concrete,estimating-item,estimating:slab:concrete-20mpa:concrete-20mpa,false,,quote-401,,derived-runtime,estimating:slab:concrete-20mpa:concrete-20mpa,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-402,402,stage:base,category:slab,subcategory:concrete-25mpa,CONCRETE - 25MPA,,,Concrete,heading,,false,,,,rule,,,not-a-catalogue-record,Section-like row with no useful pricing unit or quantity.
quote-403,403,stage:base,category:slab,subcategory:concrete-32mpa,CONCRETE - 32MPA,,,Concrete,heading,,false,,,,rule,,,not-a-catalogue-record,Section-like row with no useful pricing unit or quantity.
quote-406,406,stage:frame,category:frame,subcategory:internal-beams-350-x-350-1-row-f11-t-mesh,INTERNAL BEAMS 350 x 350 1 ROW F11 T/MESH,LM,,Internal Beams,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-409,409,stage:base,category:slab,subcategory:boom-pump-25m-min-charge,BOOM PUMP 25M (MIN CHARGE),ITEM,,Concrete Pumping,estimating-item,estimating:slab:boom-pump-25m-min-charge:boom-pump-25m-min-charge,false,,quote-409,,derived-runtime,estimating:slab:boom-pump-25m-min-charge:boom-pump-25m-min-charge,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-410,410,stage:base,category:slab,subcategory:additional-cost-per-hour,ADDITIONAL COST PER HOUR,HR,,Concrete Pumping,informational,,false,,,,rule,,,not-a-catalogue-record,Informational or confirmation-only row.
quote-411,411,stage:base,category:slab,subcategory:concrete-pump-rate,CONCRETE PUMP RATE,M3,,Concrete Pumping,estimating-item,estimating:slab:concrete-pump-rate:concrete-pump-rate,false,,quote-411,,derived-runtime,estimating:slab:concrete-pump-rate:concrete-pump-rate,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-412,412,stage:base,category:slab,subcategory:travel-cost,TRAVEL COST,ITEM,,Concrete Pumping,estimating-item,estimating:slab:travel-cost:travel-cost,false,,quote-412,,derived-runtime,estimating:slab:travel-cost:travel-cost,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-414,414,stage:base,category:slab,subcategory:boom-pump-33m-min-charge,BOOM PUMP 33M (MIN CHARGE),ITEM,,Concrete Pumping,estimating-item,estimating:slab:boom-pump-33m-min-charge:boom-pump-33m-min-charge,false,,quote-414,,derived-runtime,estimating:slab:boom-pump-33m-min-charge:boom-pump-33m-min-charge,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-415,415,stage:base,category:slab,subcategory:additional-cost-per-hour,ADDITIONAL COST PER HOUR,HR,,Concrete Pumping,informational,,false,,,,rule,,,not-a-catalogue-record,Informational or confirmation-only row.
quote-416,416,stage:base,category:slab,subcategory:concrete-pump-rate,CONCRETE PUMP RATE,M3,,Concrete Pumping,estimating-item,estimating:slab:concrete-pump-rate:concrete-pump-rate,false,,quote-416,,derived-runtime,estimating:slab:concrete-pump-rate:concrete-pump-rate,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-417,417,stage:base,category:slab,subcategory:travel-cost,TRAVEL COST,ITEM,,Concrete Pumping,estimating-item,estimating:slab:travel-cost:travel-cost,false,,quote-417,,derived-runtime,estimating:slab:travel-cost:travel-cost,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-419,419,stage:base,category:slab,subcategory:line-pump-33m,LINE PUMP 33M,ITEM,,Concrete Pumping,estimating-item,estimating:slab:line-pump-33m:line-pump-33m,false,,quote-419,,derived-runtime,estimating:slab:line-pump-33m:line-pump-33m,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-420,420,stage:base,category:slab,subcategory:additional-cost-per-hour,ADDITIONAL COST PER HOUR,HR,,Concrete Pumping,informational,,false,,,,rule,,,not-a-catalogue-record,Informational or confirmation-only row.
quote-421,421,stage:base,category:slab,subcategory:concrete-pump-rate,CONCRETE PUMP RATE,M3,,Concrete Pumping,estimating-item,estimating:slab:concrete-pump-rate:concrete-pump-rate,false,,quote-421,,derived-runtime,estimating:slab:concrete-pump-rate:concrete-pump-rate,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-422,422,stage:base,category:slab,subcategory:travel-cost,TRAVEL COST,ITEM,,Concrete Pumping,estimating-item,estimating:slab:travel-cost:travel-cost,false,,quote-422,,derived-runtime,estimating:slab:travel-cost:travel-cost,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-425,425,stage:unassigned,category:concretor-s-labour,subcategory:labour,ITEM,UNIT,,CONCRETOR'S LABOUR,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-427,427,stage:base,category:slab,subcategory:labour,CONCRETOR - BOXING SLAB,LM,,CONCRETOR'S LABOUR,estimating-item,estimating:slab:labour:concretor-boxing-slab,false,,quote-427,,derived-runtime,estimating:slab:labour:concretor-boxing-slab,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-428,428,stage:unassigned,category:concretor-s-labour,subcategory:labour,CONCRETOR - PREPARATION,M2,,CONCRETOR'S LABOUR,estimating-item,estimating:concretor-s-labour:labour:concretor-preparation,false,,quote-428,,derived-runtime,estimating:concretor-s-labour:labour:concretor-preparation,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-429,429,stage:frame,category:frame,subcategory:labour,INTERNAL BEAMS,LM,,CONCRETOR'S LABOUR,informational,,false,,,,rule,,,not-a-catalogue-record,Informational or confirmation-only row.
quote-430,430,stage:unassigned,category:concretor-s-labour,subcategory:labour,"CONCRETOR - PREP, POUR & DRESS",M2,,CONCRETOR'S LABOUR,estimating-item,estimating:concretor-s-labour:labour:concretor-prep-pour-and-dress,false,,quote-430,,derived-runtime,estimating:concretor-s-labour:labour:concretor-prep-pour-and-dress,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-433,433,stage:fix-out,category:flooring-tiling,subcategory:item,ITEM,UNIT,QTY,GROUND LEVEL TIMBER FLOORING,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-435,435,stage:base,category:flooring-tiling,subcategory:metal-stumps-in-concrete,METAL STUMPS IN CONCRETE,EACH,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:metal-stumps-in-concrete:metal-stumps-in-concrete,false,,quote-435,,derived-runtime,estimating:flooring-tiling:metal-stumps-in-concrete:metal-stumps-in-concrete,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-436,436,stage:fix-out,category:flooring-tiling,subcategory:ant-caps,ANT CAPS,EACH,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:ant-caps:ant-caps,false,,quote-436,,derived-runtime,estimating:flooring-tiling:ant-caps:ant-caps,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-437,437,stage:fix-out,category:flooring-tiling,subcategory:bearer-tie-down-bolts,BEARER TIE DOWN BOLTS,EACH,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:bearer-tie-down-bolts:bearer-tie-down-bolts,false,,quote-437,,derived-runtime,estimating:flooring-tiling:bearer-tie-down-bolts:bearer-tie-down-bolts,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-438,438,stage:fix-out,category:flooring-tiling,subcategory:245-x-45-lvl,245 x 45 LVL,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-439,439,stage:fix-out,category:flooring-tiling,subcategory:bearers-125-x-75-f14-rhw,BEARERS 125 X 75 F14 RHW,LM,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:bearers-125-x-75-f14-rhw:bearers-125-x-75-f14-rhw,false,,quote-439,,derived-runtime,estimating:flooring-tiling:bearers-125-x-75-f14-rhw:bearers-125-x-75-f14-rhw,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-440,440,stage:frame,category:flooring-tiling,subcategory:joists-125-x-38-f14,JOISTS 125 X 38 F14,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-441,441,stage:fix-out,category:flooring-tiling,subcategory:sheet-flooring-yellow-tongue,SHEET FLOORING - YELLOW TONGUE,SHEET,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:sheet-flooring-yellow-tongue:sheet-flooring-yellow-tongue,false,,quote-441,,derived-runtime,estimating:flooring-tiling:sheet-flooring-yellow-tongue:sheet-flooring-yellow-tongue,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-442,442,stage:fix-out,category:flooring-tiling,subcategory:300-ub-bearer,300 UB BEARER,LM,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:300-ub-bearer:300-ub-bearer,false,,quote-442,,derived-runtime,estimating:flooring-tiling:300-ub-bearer:300-ub-bearer,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-443,443,stage:fix-out,category:flooring-tiling,subcategory:300-ub-bearer,300 UB BEARER,LM,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:300-ub-bearer:300-ub-bearer,false,,quote-443,,derived-runtime,estimating:flooring-tiling:300-ub-bearer:300-ub-bearer,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-444,444,stage:fix-out,category:flooring-tiling,subcategory:300-ub-bearer,300 UB BEARER,LM,,GROUND LEVEL TIMBER FLOORING,estimating-item,estimating:flooring-tiling:300-ub-bearer:300-ub-bearer,false,,quote-444,,derived-runtime,estimating:flooring-tiling:300-ub-bearer:300-ub-bearer,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-445,445,stage:frame,category:flooring-tiling,subcategory:b3-300-x-45-edgebeam,B3 300 X 45 EDGEBEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-446,446,stage:frame,category:flooring-tiling,subcategory:b3-300-x-45-edgebeam,B3 300 X 45 EDGEBEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-447,447,stage:frame,category:flooring-tiling,subcategory:b3-300-x-45-edgebeam,B3 300 X 45 EDGEBEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-448,448,stage:frame,category:flooring-tiling,subcategory:30088-i-beam,30088 I BEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-449,449,stage:frame,category:flooring-tiling,subcategory:30088-i-beam,30088 I BEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-450,450,stage:frame,category:flooring-tiling,subcategory:30088-i-beam,30088 I BEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-451,451,stage:fix-out,category:flooring-tiling,subcategory:175-x-38-f14,175 X 38 F14,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-452,452,stage:frame,category:flooring-tiling,subcategory:230-x-85-tas-beam,230 X 85 TAS BEAM,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-453,453,stage:fix-out,category:flooring-tiling,subcategory:200-x-75-f14,200 X 75 F14,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-454,454,stage:fix-out,category:flooring-tiling,subcategory:150-x-150-hwd-posts,150 X 150 HWD POSTS,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-455,455,stage:fix-out,category:flooring-tiling,subcategory:151-x-150-hwd-posts,151 X 150 HWD POSTS,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-456,456,stage:fix-out,category:flooring-tiling,subcategory:300-x-66-lvl-13,300 X 66 LVL 13,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-457,457,stage:fix-out,category:flooring-tiling,subcategory:300-x-85-21s,300 X 85 21S,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-458,458,stage:fix-out,category:flooring-tiling,subcategory:300-x-90-lvl-13,300 X 90 LVL 13,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-459,459,stage:fix-out,category:flooring-tiling,subcategory:245-x-65-21s,245 X 65 21S,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-460,460,stage:fix-out,category:flooring-tiling,subcategory:275-x-50-f14,275 X 50 F14,LM,,GROUND LEVEL TIMBER FLOORING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
