quotation_row_id,quotation_code,classification,current_description,unit,category_id,subcategory_id,product_library_section,product_library_section_name,proposed_source_id,existing_product_library_match,recommended_action,notes
quote-1451,1451,product,EXTEND VANITY TOP OVER BATH,ITEM,category:cabinetry,subcategory:cabinet-units-components,cabinetry-joinery,Cabinetry & Joinery,product:cabinetry:cabinet-units-components:extend-vanity-top-over-bath,,review import candidate before creation,Physical product/material candidate.
quote-1455,1455,product,GRANITE BENCHTOPS,M2,category:cabinetry,subcategory:cabinet-units-components,cabinetry-joinery,Cabinetry & Joinery,product:cabinetry:cabinet-units-components:granite-benchtops,,review import candidate before creation,Physical product/material candidate.
quote-1466,1466,product,CERAN COOKTOP (ICC6GE2),EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:ceran-cooktop-icc6ge2,,review import candidate before creation,Physical product/material candidate.
quote-1467,1467,product,SOLID ELEMENT COOKTOP ACS6SE2,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:solid-element-cooktop-acs6se2,,review import candidate before creation,Physical product/material candidate.
quote-1468,1468,product,MULTI FUNCTION OVEN (AOS6SE1),EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:multi-function-oven-aos6se1,,review import candidate before creation,Physical product/material candidate.
quote-1473,1473,product,EUROMAID MULTIFUNCTION OVEN BS8,EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:euromaid-multifunction-oven-bs8,,review import candidate before creation,Physical product/material candidate.
quote-1474,1474,product,EUROMAID CERAN COOKTOP KCS4,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:euromaid-ceran-cooktop-kcs4,,review import candidate before creation,Physical product/material candidate.
quote-1475,1475,product,EUROMAID 600mm GAS COOKTOP WK60s,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:euromaid-600mm-gas-cooktop-wk60s,,review import candidate before creation,Physical product/material candidate.
quote-1476,1476,product,EUORMAID GLASS CANOPY RANGEHOOD,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:euormaid-glass-canopy-rangehood,,review import candidate before creation,Physical product/material candidate.
quote-1477,1477,product,EUROMAID RECIRULATING RANGEHOOD CS80S,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:euromaid-recirulating-rangehood-cs80s,,review import candidate before creation,Physical product/material candidate.
quote-1482,1482,product,ARISTON MULTIFUNCTION OVEN FZ51ix,EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:ariston-multifunction-oven-fz51ix,,review import candidate before creation,Physical product/material candidate.
quote-1483,1483,product,ARISTON M/FUNCT OVEN WITH CLOCK & LINERS,EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:ariston-m-funct-oven-with-clock-and-liners,,review import candidate before creation,Physical product/material candidate.
quote-1484,1484,product,ARISTON 600mm TOUCH CONTROL COOKTOP,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:ariston-600mm-touch-control-cooktop,,review import candidate before creation,Physical product/material candidate.
quote-1485,1485,product,ARISTON 600mm GAS COOKTOP PH640MTIX,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:ariston-600mm-gas-cooktop-ph640mtix,,review import candidate before creation,Physical product/material candidate.
quote-1486,1486,product,ARISTON GLASS COOKTOP PF640ESTix,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:ariston-glass-cooktop-pf640estix,,review import candidate before creation,Physical product/material candidate.
quote-1488,1488,product,ARISTON 900MM CANOPY RANGEHOOD SAR90ix,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:ariston-900mm-canopy-rangehood-sar90ix,,review import candidate before creation,Physical product/material candidate.
quote-1492,1492,product,ARISTON MICROWAVE OVEN MWA228ix,EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:ariston-microwave-oven-mwa228ix,,review import candidate before creation,Physical product/material candidate.
quote-1497,1497,product,OMEGA 00651XR 600mm S/S OVEN,EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:omega-00651xr-600mm-s-s-oven,,review import candidate before creation,Physical product/material candidate.
quote-1498,1498,product,OMEGA 0C64BA 600mm CERAMIC COOKTOP,EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:omega-0c64ba-600mm-ceramic-cooktop,,review import candidate before creation,Physical product/material candidate.
quote-1499,1499,product,OMEGA ORT6WXA 600mm SLIDEOUT RANGEHOOD,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:omega-ort6wxa-600mm-slideout-rangehood,,review import candidate before creation,Physical product/material candidate.
quote-1502,1502,product,"OMEGA OO652XR 600mm s/steel multifunction oven, clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:omega-oo652xr-600mm-s-steel-multifunction-oven-clock,,review import candidate before creation,Physical product/material candidate.
quote-1503,1503,product,"OMEGA OO971XN 900mm s/steel multifunction oven, clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:omega-oo971xn-900mm-s-steel-multifunction-oven-clock,,review import candidate before creation,Physical product/material candidate.
quote-1505,1505,product,"OMEGA OG60XA 600mm s/steel gas cooktop, electric ignition",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:omega-og60xa-600mm-s-steel-gas-cooktop-electric-ignition,,review import candidate before creation,Physical product/material candidate.
quote-1506,1506,product,"OMEGA OG91XA 900mm s/steel gas cooktop, electric ignition,wok burner, cast trivets",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:omega-og91xa-900mm-s-steel-gas-cooktop-electric-ignition-wok-burner-cast-trivets,,review import candidate before creation,Physical product/material candidate.
quote-1507,1507,product,"OMEGA OG91XA 900mm ceramic cooktop, trimless,touch control",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:omega-og91xa-900mm-ceramic-cooktop-trimless-touch-control,,review import candidate before creation,Physical product/material candidate.
quote-1508,1508,product,"OMEGA OR617CXA 600mm s/steel canopy rangehood, 550m3/hr",EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:omega-or617cxa-600mm-s-steel-canopy-rangehood-550m3-hr,,review import candidate before creation,Physical product/material candidate.
quote-1509,1509,product,"OMEGA OR917CXA 900mm s/steel canopy rangehood, 550m3/hr",EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:omega-or917cxa-900mm-s-steel-canopy-rangehood-550m3-hr,,review import candidate before creation,Physical product/material candidate.
quote-1510,1510,product,OMEGA OR915CXA 900mm s/steel and curved glass canopy rangehood,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:omega-or915cxa-900mm-s-steel-and-curved-glass-canopy-rangehood,,review import candidate before creation,Physical product/material candidate.
quote-1511,1511,product,"OMEGA OR920CXB 900mm s/steel canopy rangehood, 900m3/hr, LED lighting",EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:omega-or920cxb-900mm-s-steel-canopy-rangehood-900m3-hr-led-lighting,,review import candidate before creation,Physical product/material candidate.
quote-1517,1517,product,"BLANCO OE604XP 600mm s/steel fan forced oven, timer",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:blanco-oe604xp-600mm-s-steel-fan-forced-oven-timer,,review import candidate before creation,Physical product/material candidate.
quote-1518,1518,product,"BLANCO BCCK60N 600mm ceramic cooktop, trimless, knob control",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:blanco-bcck60n-600mm-ceramic-cooktop-trimless-knob-control,,review import candidate before creation,Physical product/material candidate.
quote-1519,1519,product,BLANCO BRSR60X 600mm s/steel slideaway front recirculating rangehood,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:blanco-brsr60x-600mm-s-steel-slideaway-front-recirculating-rangehood,,review import candidate before creation,Physical product/material candidate.
quote-1522,1522,product,"BLANCO OE606XP 600mm s/steel multifunction oven, clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:blanco-oe606xp-600mm-s-steel-multifunction-oven-clock,,review import candidate before creation,Physical product/material candidate.
quote-1523,1523,product,"BLANCO OE606X 600mm black glass multifunction oven, clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:blanco-oe606x-600mm-black-glass-multifunction-oven-clock,,review import candidate before creation,Physical product/material candidate.
quote-1524,1524,product,"BLANCO OE908XP 900mm s/steel multifunction oven, clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:blanco-oe908xp-900mm-s-steel-multifunction-oven-clock,,review import candidate before creation,Physical product/material candidate.
quote-1526,1526,product,"BLANCO CG604WXP 600mm s/steel gas cooktop, wok burner, electric ignition",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:blanco-cg604wxp-600mm-s-steel-gas-cooktop-wok-burner-electric-ignition,,review import candidate before creation,Physical product/material candidate.
quote-1527,1527,product,"BLANCO CG905WXC 900mm s/steel gas cooktop, elect ign,wok burner, cast trivets",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:blanco-cg905wxc-900mm-s-steel-gas-cooktop-elect-ign-wok-burner-cast-trivets,,review import candidate before creation,Physical product/material candidate.
quote-1528,1528,product,"BLANCO CCT905X 900mm ceramic cooktop, trimless, touch control, autoboil, timer",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:blanco-cct905x-900mm-ceramic-cooktop-trimless-touch-control-autoboil-timer,,review import candidate before creation,Physical product/material candidate.
quote-1529,1529,product,"BLANCO BWCE9X 900mm s/steel canopy rangehood, 650m3/hr",EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:blanco-bwce9x-900mm-s-steel-canopy-rangehood-650m3-hr,,review import candidate before creation,Physical product/material candidate.
quote-1530,1530,product,"BLANCO BWC9X 900mm s/steel canopy rangehood, 900m3/hr",EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:blanco-bwc9x-900mm-s-steel-canopy-rangehood-900m3-hr,,review import candidate before creation,Physical product/material candidate.
quote-1532,1532,product,BLANCO MF29SX s/steel 29 litre microwave,EACH,category:appliances,subcategory:microwaves,appliances,Appliances,product:appliances:microwaves:blanco-mf29sx-s-steel-29-litre-microwave,,review import candidate before creation,Physical product/material candidate.
quote-1533,1533,product,BLANCO MTK29X 600mm s/steel built in trim kit for microwave,EACH,category:appliances,subcategory:microwaves,appliances,Appliances,product:appliances:microwaves:blanco-mtk29x-600mm-s-steel-built-in-trim-kit-for-microwave,,review import candidate before creation,Physical product/material candidate.
quote-1538,1538,product,"SMEG SA561X-9 600mm s/steel 9 function oven, thermoseal cooking, timer",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:smeg-sa561x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-timer,,review import candidate before creation,Physical product/material candidate.
quote-1539,1539,product,"SMEG SA611XC 600mm ceramic cooktop, trimless, touch control",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:smeg-sa611xc-600mm-ceramic-cooktop-trimless-touch-control,,review import candidate before creation,Physical product/material candidate.
quote-1540,1540,product,SMEG SAH460SS-1 600mm s/steel slideaway front recirculating rangehood,EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:smeg-sah460ss-1-600mm-s-steel-slideaway-front-recirculating-rangehood,,review import candidate before creation,Physical product/material candidate.
quote-1543,1543,product,"SMEG SA578X-9 600mm s/steel 9 function oven, thermoseal cooking, programmable clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:smeg-sa578x-9-600mm-s-steel-9-function-oven-thermoseal-cooking-programmable-clock,,review import candidate before creation,Physical product/material candidate.
quote-1547,1547,product,"SMEG SA990XR8 900mm s/steel multifunction oven, thermoseal cooking, programmable clock",EACH,category:appliances,subcategory:built-in-ovens,appliances,Appliances,product:appliances:built-in-ovens:smeg-sa990xr8-900mm-s-steel-multifunction-oven-thermoseal-cooking-programmable-clock,,review import candidate before creation,Physical product/material candidate.
quote-1548,1548,product,"SMEG CIR66XS 600mm s/steel gas cooktop, wok burner, cast trivets, flame failure",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:smeg-cir66xs-600mm-s-steel-gas-cooktop-wok-burner-cast-trivets-flame-failure,,review import candidate before creation,Physical product/material candidate.
quote-1549,1549,product,"SMEG CIR93AXS 900mm s/steel gas cooktop, wok burner, cast trivets, flame failure",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:smeg-cir93axs-900mm-s-steel-gas-cooktop-wok-burner-cast-trivets-flame-failure,,review import candidate before creation,Physical product/material candidate.
quote-1550,1550,product,"SMEG SIHP263S 600mm 3 zone induction cooktop ,trimless, touch control",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:smeg-sihp263s-600mm-3-zone-induction-cooktop-trimless-touch-control,,review import candidate before creation,Physical product/material candidate.
quote-1551,1551,product,"SMEG SIHP294S 900mm 4 zone induction cooktop ,trimless, touch control",EACH,category:appliances,subcategory:cooktops,appliances,Appliances,product:appliances:cooktops:smeg-sihp294s-900mm-4-zone-induction-cooktop-trimless-touch-control,,review import candidate before creation,Physical product/material candidate.
quote-1552,1552,product,"SMEG K181V90 900mm s/steel canopy rangehood, black glass fascia, 590m3/hr",EACH,category:appliances,subcategory:rangehoods,appliances,Appliances,product:appliances:rangehoods:smeg-k181v90-900mm-s-steel-canopy-rangehood-black-glass-fascia-590m3-hr,,review import candidate before creation,Physical product/material candidate.
quote-1554,1554,product,SMEG SA35MX s/steel 34 litre microwave,EACH,category:appliances,subcategory:microwaves,appliances,Appliances,product:appliances:microwaves:smeg-sa35mx-s-steel-34-litre-microwave,,review import candidate before creation,Physical product/material candidate.
quote-1555,1555,product,SMEG STK60X34D 600mm s/steel built in trim kit for microwave,EACH,category:appliances,subcategory:microwaves,appliances,Appliances,product:appliances:microwaves:smeg-stk60x34d-600mm-s-steel-built-in-trim-kit-for-microwave,,review import candidate before creation,Physical product/material candidate.
quote-1585,1585,product,WALL TILES,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:wall-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1586,1586,product,900 x 900 x 2.0 SHOWER RECESS (3.6 M2),EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:900-x-900-x-2-0-shower-recess-3-6-m2,,review import candidate before creation,Physical product/material candidate.
quote-1587,1587,product,SKIRTING TILES,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:skirting-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1588,1588,product,FLOOR TILES,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1589,1589,product,BATH ARPON (1.8 M2),M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-arpon-1-8-m2,,review import candidate before creation,Physical product/material candidate.
quote-1590,1590,product,BATH HOB (1 M2),M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-hob-1-m2,,review import candidate before creation,Physical product/material candidate.
quote-1591,1591,product,SPLASHBACK,M2,category:plumbing-fixtures,subcategory:baths,benchtops-surfaces,Benchtops & Surfaces,product:plumbing-fixtures:baths:splashback,,review import candidate before creation,Physical product/material candidate.
quote-1592,1592,product,SOAP HOLDER,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:soap-holder,,review import candidate before creation,Physical product/material candidate.
quote-1593,1593,product,FREEZE TILES (50 x 200),EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:freeze-tiles-50-x-200,,review import candidate before creation,Physical product/material candidate.
quote-1594,1594,product,FEATURE TILES,SHEET,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:feature-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1595,1595,product,OTHER,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:other,,review import candidate before creation,Physical product/material candidate.
quote-1598,1598,product,WALL TILES,M2,category:flooring-tiling,subcategory:wall-tiles,wall-ceiling-finishes,Wall & Ceiling Finishes,product:flooring-tiling:wall-tiles:wall-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1599,1599,product,900 x 900 x 2.0 SHOWER (3.6 M2) OR (6.6 M2),EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:900-x-900-x-2-0-shower-3-6-m2-or-6-6-m2,,review import candidate before creation,Physical product/material candidate.
quote-1600,1600,product,SKIRTING TILES,M2,category:flooring-tiling,subcategory:skirting-tiles,flooring,Flooring,product:flooring-tiling:skirting-tiles:skirting-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1601,1601,product,FLOOR TILES,M2,category:flooring-tiling,subcategory:floor-tiles,flooring,Flooring,product:flooring-tiling:floor-tiles:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1602,1602,product,BATH ARPON,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-arpon,,review import candidate before creation,Physical product/material candidate.
quote-1603,1603,product,BATH HOB,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-hob,,review import candidate before creation,Physical product/material candidate.
quote-1606,1606,product,FREEZE TILES (50 x 200),EACH,category:flooring-tiling,subcategory:freeze-tiles-50-x-200,flooring,Flooring,product:flooring-tiling:freeze-tiles-50-x-200:freeze-tiles-50-x-200,,review import candidate before creation,Physical product/material candidate.
quote-1607,1607,product,FEATURE TILES,SHEET,category:flooring-tiling,subcategory:feature-tiles,flooring,Flooring,product:flooring-tiling:feature-tiles:feature-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1611,1611,product,WALL TILES,M2,category:flooring-tiling,subcategory:wall-tiles,wall-ceiling-finishes,Wall & Ceiling Finishes,product:flooring-tiling:wall-tiles:wall-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1612,1612,product,900 x 900 x 2.0 SHOWER (3.6 M2) OR (6.6 M2),EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:900-x-900-x-2-0-shower-3-6-m2-or-6-6-m2,,review import candidate before creation,Physical product/material candidate.
quote-1613,1613,product,SKIRTING TILES,M2,category:flooring-tiling,subcategory:skirting-tiles,flooring,Flooring,product:flooring-tiling:skirting-tiles:skirting-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1614,1614,product,FLOOR TILES,M2,category:flooring-tiling,subcategory:floor-tiles,flooring,Flooring,product:flooring-tiling:floor-tiles:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1615,1615,product,BATH ARPON,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-arpon,,review import candidate before creation,Physical product/material candidate.
quote-1616,1616,product,BATH HOB,M2,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-hob,,review import candidate before creation,Physical product/material candidate.
quote-1619,1619,product,FREEZE TILES (50 x 200),EACH,category:flooring-tiling,subcategory:freeze-tiles-50-x-200,flooring,Flooring,product:flooring-tiling:freeze-tiles-50-x-200:freeze-tiles-50-x-200,,review import candidate before creation,Physical product/material candidate.
quote-1620,1620,product,FEATURE TILES,SHEET,category:flooring-tiling,subcategory:feature-tiles,flooring,Flooring,product:flooring-tiling:feature-tiles:feature-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1624,1624,product,WALL TILES,M2,category:flooring-tiling,subcategory:wall-tiles,wall-ceiling-finishes,Wall & Ceiling Finishes,product:flooring-tiling:wall-tiles:wall-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1625,1625,product,FLOOR TILES,M2,category:flooring-tiling,subcategory:floor-tiles,flooring,Flooring,product:flooring-tiling:floor-tiles:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1626,1626,product,SKIRTING TILES,M2,category:flooring-tiling,subcategory:skirting-tiles,flooring,Flooring,product:flooring-tiling:skirting-tiles:skirting-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1630,1630,product,SKIRTING TILES,M2,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:skirting-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1631,1631,product,FLOOR TILES,M2,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1634,1634,product,WALL TILES,M2,category:flooring-tiling,subcategory:wall-tiles,wall-ceiling-finishes,Wall & Ceiling Finishes,product:flooring-tiling:wall-tiles:wall-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1635,1635,product,FLOOR TILES,M2,category:flooring-tiling,subcategory:floor-tiles,flooring,Flooring,product:flooring-tiling:floor-tiles:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1636,1636,product,SKIRTING TILES,M2,category:flooring-tiling,subcategory:skirting-tiles,flooring,Flooring,product:flooring-tiling:skirting-tiles:skirting-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1640,1640,product,WALL TILES,M2,category:flooring-tiling,subcategory:wall-tiles,wall-ceiling-finishes,Wall & Ceiling Finishes,product:flooring-tiling:wall-tiles:wall-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1641,1641,product,FLOOR TILES,M2,category:flooring-tiling,subcategory:floor-tiles,flooring,Flooring,product:flooring-tiling:floor-tiles:floor-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1646,1646,product,LAY NORMAL TILES,M2,category:flooring-tiling,subcategory:lay-normal-tiles,flooring,Flooring,product:flooring-tiling:lay-normal-tiles:lay-normal-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1647,1647,product,LAY PORCELAIN TILES,M2,category:flooring-tiling,subcategory:lay-porcelain-tiles,flooring,Flooring,product:flooring-tiling:lay-porcelain-tiles:lay-porcelain-tiles,,review import candidate before creation,Physical product/material candidate.
quote-1648,1648,product,SHOWER HOBS,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:shower-hobs,,review import candidate before creation,Physical product/material candidate.
quote-1649,1649,product,BATH HOBS,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:bath-hobs,,review import candidate before creation,Physical product/material candidate.
quote-1651,1651,product,SHOWER BASES,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:shower-bases,,review import candidate before creation,Physical product/material candidate.
quote-1652,1652,product,TILE UNDERLAY TO TILED AREAS,ITEM,category:flooring-tiling,subcategory:tile-underlay-to-tiled-areas,flooring,Flooring,product:flooring-tiling:tile-underlay-to-tiled-areas:tile-underlay-to-tiled-areas,,review import candidate before creation,Physical product/material candidate.
quote-1653,1653,product,MITRE CUTS,LM,category:flooring-tiling,subcategory:mitre-cuts,flooring,Flooring,product:flooring-tiling:mitre-cuts:mitre-cuts,,review import candidate before creation,Physical product/material candidate.
quote-1654,1654,product,SPECIALITY WORK,M2,category:flooring-tiling,subcategory:speciality-work,flooring,Flooring,product:flooring-tiling:speciality-work:speciality-work,,review import candidate before creation,Physical product/material candidate.
quote-1662,1662,product,RAYMOR ATLANTIC 1 3/4 BOWL,EACH,category:plumbing-fixtures,subcategory:raymor-atlantic-1-3-4-bowl,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:raymor-atlantic-1-3-4-bowl:raymor-atlantic-1-3-4-bowl,,review import candidate before creation,Physical product/material candidate.
quote-1663,1663,product,RAYMOR ARABIAN 1 3/4 BOWL 1080mm,EACH,category:plumbing-fixtures,subcategory:raymor-arabian-1-3-4-bowl-1080mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:raymor-arabian-1-3-4-bowl-1080mm:raymor-arabian-1-3-4-bowl-1080mm,,review import candidate before creation,Physical product/material candidate.
quote-1664,1664,product,RAYMOR CORAL 1 3/4 BOWL 1080mm w COL & BRD,EACH,category:plumbing-fixtures,subcategory:raymor-coral-1-3-4-bowl-1080mm-w-col-and-brd,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:raymor-coral-1-3-4-bowl-1080mm-w-col-and-brd:raymor-coral-1-3-4-bowl-1080mm-w-col-and-brd,,review import candidate before creation,Physical product/material candidate.
quote-1665,1665,product,OLIVERI DIAZ DZ111/112 1 3/4 BOWL 1080mm,EACH,category:plumbing-fixtures,subcategory:oliveri-diaz-dz111-112-1-3-4-bowl-1080mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:oliveri-diaz-dz111-112-1-3-4-bowl-1080mm:oliveri-diaz-dz111-112-1-3-4-bowl-1080mm,,review import candidate before creation,Physical product/material candidate.
quote-1666,1666,product,JAVA DBL BOWL U/MOUNT 880mm,EACH,category:plumbing-fixtures,subcategory:java-dbl-bowl-u-mount-880mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:java-dbl-bowl-u-mount-880mm:java-dbl-bowl-u-mount-880mm,,review import candidate before creation,Physical product/material candidate.
quote-1667,1667,product,OLIVERI DIAZ DBL BOWL U/MOUNT 770mm,EACH,category:plumbing-fixtures,subcategory:oliveri-diaz-dbl-bowl-u-mount-770mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:oliveri-diaz-dbl-bowl-u-mount-770mm:oliveri-diaz-dbl-bowl-u-mount-770mm,,review import candidate before creation,Physical product/material candidate.
quote-1668,1668,product,ELAN DBL BOWL U/MOUNT 690mm,EACH,category:plumbing-fixtures,subcategory:elan-dbl-bowl-u-mount-690mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:elan-dbl-bowl-u-mount-690mm:elan-dbl-bowl-u-mount-690mm,,review import candidate before creation,Physical product/material candidate.
